ï»¿POL_NO,CLAIMANT_COUNTRY_Anonymized,CLM_NO,Make,VEHICLE_MODEL,Policy From Year,Accident  Year,Body Type,SI Band,Claim Amount
Policy Number 7188,Country 136,Claim Number 14428,AUDI,A7,2017,2017,1. Saloon, 75K to 100K ," 9,100.00 "
Policy Number 7207,Country 142,Claim Number 14404,NISSAN,ALTIMA,2017,2017,1. Saloon, 0 to 25K ," 3,300.00 "
Policy Number 7188,Country 136,Claim Number 14428,AUDI,A7,2017,2017,1. Saloon, 75K to 100K , 850.00 
Policy Number 8300,Country 053,Claim Number 15527,HONDA,CIVIC,2017,2017,1. Saloon, 50K to 75K ," 4,950.00 "
Policy Number 14757,Country 091,Claim Number 25973,MASERATI,QUATTROPORTE,2017,2017,1. Saloon, 250K+ ," 33,464.00 "
Policy Number 7295,Country 053,Claim Number 14386,DODGE,CHARGER,2017,2017,1. Saloon, 25K to 50K ," 3,400.00 "
Policy Number 5155,Country 136,Claim Number 10070,MERCEDES-BENZ,C200K,2017,2017,1. Saloon, 200K to 250K ," 2,150.00 "
Policy Number 7672,Country 038,Claim Number 14475,MINI,COOPER,2017,2018,1. Saloon, 75K to 100K ," 1,500.00 "
Policy Number 3977,Country 095,Claim Number 6214,VOLKSWAGEN,GOLF,2017,2018,1. Saloon, 0 to 25K ," 1,470.00 "
Policy Number 3977,Country 095,Claim Number 6214,VOLKSWAGEN,GOLF,2017,2018,1. Saloon, 0 to 25K ," 1,400.00 "
Policy Number 7572,Country 053,Claim Number 14608,BMW,5 SERIES,2017,2018,1. Saloon, 100K to 150K ," 1,200.00 "
Policy Number 3981,Country 136,Claim Number 6205,LEXUS,IS250,2017,2018,1. Saloon, 0 to 25K ," 4,565.00 "
Policy Number 13696,Country 053,Claim Number 23742,NISSAN,SUNNY,2017,2018,1. Saloon, 0 to 25K ," 1,200.00 "
Policy Number 8641,Country 053,Claim Number 15824,CHEVROLET,CRUZE,2018,2018,1. Saloon, 25K to 50K ," 11,500.00 "
Policy Number 5244,Country 136,Claim Number 10367,MASERATI,GHIBLI,2017,2018,1. Saloon, 250K+ ," 20,400.00 "
Policy Number 7486,Country 136,Claim Number 14473,TOYOTA,CAMRY,2017,2017,1. Saloon, 0 to 25K ," 2,082.00 "
Policy Number 7188,Country 136,Claim Number 14474,AUDI,A7,2017,2017,1. Saloon, 75K to 100K ," 1,800.00 "
Policy Number 3968,Country 038,Claim Number 6204,TOYOTA,COROLLA,2017,2017,1. Saloon, 0 to 25K , 900.00 
Policy Number 7639,Country 136,Claim Number 14567,DODGE,CHALLENGER,2017,2018,1. Saloon, 50K to 75K ," 5,572.00 "
Policy Number 7431,Country 091,Claim Number 14480,NISSAN,TIIDA,2017,2018,1. Saloon, 25K to 50K ," 2,800.00 "
Policy Number 3971,Country 136,Claim Number 6210,HONDA,CIVIC,2017,2018,1. Saloon, 0 to 25K ," 3,500.00 "
Policy Number 7736,Country 053,Claim Number 14518,VOLKSWAGEN,JETTA,2018,2018,1. Saloon, 25K to 50K ," 26,900.00 "
Policy Number 8340,Country 095,Claim Number 15602,MAZDA,3,2017,2018,1. Saloon, 25K to 50K ," 8,200.00 "
Policy Number 8274,Country 053,Claim Number 15632,HYUNDAI,ELANTRA,2017,2018,1. Saloon, 25K to 50K ," 2,500.00 "
Policy Number 8276,Country 053,Claim Number 15707,MITSUBISHI,LANCER,2017,2018,1. Saloon, 25K to 50K ," 3,400.00 "
Policy Number 7647,Country 053,Claim Number 14576,MAZDA,2,2017,2018,1. Saloon, 25K to 50K ," 2,000.00 "
Policy Number 13693,Country 038,Claim Number 23731,TOYOTA,COROLLA,2017,2018,1. Saloon, 0 to 25K ," 2,800.00 "
Policy Number 14806,Country 122,Claim Number 26034,HYUNDAI,VELOSTER,2017,2018,1. Saloon, 25K to 50K , 300.00 
Policy Number 8297,Country 091,Claim Number 15889,HONDA,CIVIC,2017,2018,1. Saloon, 25K to 50K , 600.00 
Policy Number 8292,Country 091,Claim Number 15663,HONDA,CIVIC,2017,2018,1. Saloon, 0 to 25K ," 1,200.00 "
Policy Number 7515,Country 091,Claim Number 14763,NISSAN,ALTIMA,2017,2018,1. Saloon, 25K to 50K ," 1,000.00 "
Policy Number 8386,Country 053,Claim Number 16179,HONDA,CITY,2018,2018,1. Saloon, 25K to 50K ," 3,825.00 "
Policy Number 14805,Country 136,Claim Number 26037,LEXUS,GS460,2017,2018,1. Saloon, 50K to 75K , 700.00 
Policy Number 7869,Country 069,Claim Number 14829,SUBARU,WRX STi 2.5mt SYMMETRICAL AWD,2018,2018,1. Saloon, 75K to 100K ," 2,600.00 "
Policy Number 8558,Country 012,Claim Number 16078,NISSAN,SENTRA,2018,2018,1. Saloon, 25K to 50K , 550.00 
Policy Number 14426,Country 053,Claim Number 25478,NISSAN,SUNNY,2018,2018,1. Saloon, 25K to 50K , 850.00 
Policy Number 8314,Country 053,Claim Number 15612,HYUNDAI,ELANTRA,2017,2018,1. Saloon, 25K to 50K ," 1,800.00 "
Policy Number 14425,Country 053,Claim Number 25429,FORD,FIGO,2018,2018,1. Saloon, 25K to 50K ," 2,000.00 "
Policy Number 8301,Country 053,Claim Number 16076,LEXUS,ES 350,2017,2018,1. Saloon, 75K to 100K ," 2,340.00 "
Policy Number 4122,Country 091,Claim Number 7991,ROLLS-ROYCE,PHANTOM,2017,2018,1. Saloon, 250K+ ," 1,600.00 "
Policy Number 8351,Country 136,Claim Number 16909,HONDA,ACCORD,2018,2018,1. Saloon, 50K to 75K ," 1,000.00 "
Policy Number 9406,Country 038,Claim Number 16479,HYUNDAI,VELOSTER,2018,2018,1. Saloon, 50K to 75K ," 1,440.00 "
Policy Number 8166,Country 091,Claim Number 15298,CHEVROLET,CRUZE,2017,2017,1. Saloon, 50K to 75K ," 9,605.00 "
Policy Number 7320,Country 062,Claim Number 14198,FORD,FOCUS,2017,2017,1. Saloon, 0 to 25K ," 8,762.00 "
Policy Number 7304,Country 003,Claim Number 14213,FORD,FOCUS,2017,2017,1. Saloon, 25K to 50K ," 4,800.00 "
Policy Number 7304,Country 003,Claim Number 14213,FORD,FOCUS,2017,2017,1. Saloon, 25K to 50K ," 46,510.00 "
Policy Number 7285,Country 091,Claim Number 14256,HONDA,CITY,2017,2017,1. Saloon, 25K to 50K ," 2,600.00 "
Policy Number 7485,Country 053,Claim Number 14314,SUZUKI,SWIFT,2017,2017,1. Saloon, 25K to 50K ," 2,300.00 "
Policy Number 7322,Country 136,Claim Number 14398,AUDI,A8,2017,2017,1. Saloon, 100K to 150K ," 1,800.00 "
Policy Number 7424,Country 091,Claim Number 14293,MINI,COOPER,2017,2017,1. Saloon, 50K to 75K ," 4,410.00 "
Policy Number 7236,Country 139,Claim Number 14354,TOYOTA,AVALON,2017,2017,1. Saloon, 100K to 150K ," 1,900.00 "
Policy Number 5245,Country 136,Claim Number 9688,LEXUS,GS 350,2017,2017,1. Saloon, 200K to 250K ," 9,000.00 "
Policy Number 7304,Country 003,Claim Number 14213,FORD,FOCUS,2017,2017,1. Saloon, 25K to 50K ," 20,130.00 "
Policy Number 8263,Country 136,Claim Number 15492,CHEVROLET,IMPALA,2017,2017,1. Saloon, 75K to 100K ," 3,150.00 "
Policy Number 7525,Country 053,Claim Number 14345,RENAULT,FLUENCE,2017,2017,1. Saloon, 0 to 25K ," 2,000.00 "
Policy Number 5012,Country 136,Claim Number 10047,MASERATI,GHIBLI-S-Q4,2017,2017,1. Saloon, 250K+ ," 3,965.00 "
Policy Number 7485,Country 053,Claim Number 14314,SUZUKI,SWIFT,2017,2017,1. Saloon, 25K to 50K ," 4,060.00 "
Policy Number 7495,Country 092,Claim Number 14327,MAZDA,3,2017,2017,1. Saloon, 25K to 50K , 200.00 
Policy Number 7285,Country 136,Claim Number 14186,HONDA,CITY,2017,2017,1. Saloon, 25K to 50K ," 3,650.00 "
Policy Number 7367,Country 062,Claim Number 14403,FORD,TAURUS,2017,2017,1. Saloon, 25K to 50K ," 1,400.00 "
Policy Number 7565,Country 053,Claim Number 14380,RENAULT,SAFRANE,2017,2017,1. Saloon, 25K to 50K ," 3,200.00 "
Policy Number 7574,Country 092,Claim Number 14367,HONDA,CIVIC,2017,2017,1. Saloon, 0 to 25K ," 3,300.00 "
Policy Number 7533,Country 053,Claim Number 14418,SUZUKI,SWIFT,2017,2017,1. Saloon, 0 to 25K ," 1,500.00 "
Policy Number 7525,Country 053,Claim Number 14345,RENAULT,FLUENCE,2017,2017,1. Saloon, 0 to 25K ," 5,300.00 "
Policy Number 7367,Country 062,Claim Number 14264,FORD,TAURUS,2017,2017,1. Saloon, 25K to 50K , 800.00 
Policy Number 7565,Country 053,Claim Number 14380,RENAULT,SAFRANE,2017,2017,1. Saloon, 25K to 50K ," 2,610.00 "
Policy Number 7304,Country 003,Claim Number 14213,FORD,FOCUS,2017,2017,1. Saloon, 25K to 50K , 600.00 
Policy Number 8299,Country 053,Claim Number 15579,DODGE,CHARGER,2017,2017,1. Saloon, 100K to 150K , 900.00 
Policy Number 7439,Country 117,Claim Number 14458,LEXUS,IS200T,2017,2017,1. Saloon, 100K to 150K ," 2,592.00 "
Policy Number 7594,Country 053,Claim Number 14524,MAZDA,6,2017,2017,1. Saloon, 50K to 75K ," 1,500.00 "
Policy Number 7348,Country 091,Claim Number 14514,NISSAN,MAXIMA,2017,2017,1. Saloon, 25K to 50K ," 1,000.00 "
Policy Number 7426,Country 053,Claim Number 14513,CADILLAC,ATS,2017,2017,1. Saloon, 75K to 100K ," 1,800.00 "
Policy Number 7525,Country 053,Claim Number 14526,RENAULT,FLUENCE,2017,2017,1. Saloon, 0 to 25K , 700.00 
Policy Number 7403,Country 122,Claim Number 14487,INFINITI,Q70,2017,2018,1. Saloon, 100K to 150K ," 4,591.00 "
Policy Number 7501,Country 038,Claim Number 14593,VOLKSWAGEN,JETTA,2017,2017,1. Saloon, 25K to 50K , 700.00 
Policy Number 7403,Country 122,Claim Number 14487,INFINITI,Q70,2017,2018,1. Saloon, 100K to 150K ," 11,500.00 "
Policy Number 5240,Country 136,Claim Number 10225,LEXUS,GS 300,2017,2017,1. Saloon, 250K+ ," 3,910.00 "
Policy Number 7321,Country 136,Claim Number 14632,CHRYSLER,300 C,2017,2017,1. Saloon, 150K to 200K ," 2,100.00 "
Policy Number 7433,Country 129,Claim Number 14481,DODGE,CHARGER,2017,2017,1. Saloon, 50K to 75K , 900.00 
Policy Number 7558,Country 038,Claim Number 14550,DODGE,CHARGER,2017,2018,1. Saloon, 75K to 100K ," 3,800.00 "
Policy Number 7667,Country 091,Claim Number 14698,HYUNDAI,VELOSTER,2017,2018,1. Saloon, 25K to 50K , 500.00 
Policy Number 7408,Country 136,Claim Number 14708,VOLKSWAGEN,JETTA,2017,2018,1. Saloon, 25K to 50K , 400.00 
Policy Number 7500,Country 053,Claim Number 14486,NISSAN,ALTIMA,2017,2018,1. Saloon, 25K to 50K ," 3,000.00 "
Policy Number 7532,Country 038,Claim Number 14668,NISSAN,TIIDA,2017,2018,1. Saloon, 25K to 50K , 800.00 
Policy Number 7466,Country 053,Claim Number 14787,SUZUKI,SWIFT,2017,2018,1. Saloon, 25K to 50K ," 1,100.00 "
Policy Number 7723,Country 053,Claim Number 14562,MAZDA,6,2018,2018,1. Saloon, 50K to 75K ," 1,300.00 "
Policy Number 7473,Country 053,Claim Number 14832,NISSAN,TIIDA,2017,2017,1. Saloon, 0 to 25K ," 1,530.00 "
Policy Number 7712,Country 091,Claim Number 14664,TOYOTA,CAMRY,2018,2018,1. Saloon, 25K to 50K ," 1,350.00 "
Policy Number 7418,Not Available,Claim Number 14742,SUZUKI,SWIFT,2017,2018,1. Saloon, 25K to 50K ," 4,900.00 "
Policy Number 7483,Country 091,Claim Number 14759,MITSUBISHI,LANCER EX,2017,2018,1. Saloon, 25K to 50K ," 1,500.00 "
Policy Number 9081,Country 053,Claim Number 15846,HYUNDAI,ELANTRA,2018,2018,1. Saloon, 25K to 50K ," 3,700.00 "
Policy Number 9672,Country 053,Claim Number 15888,TOYOTA,COROLLA,2018,2018,1. Saloon, 25K to 50K ," 2,520.00 "
Policy Number 7493,Country 053,Claim Number 14898,TOYOTA,COROLLA,2017,2018,1. Saloon, 25K to 50K ," 2,900.00 "
Policy Number 7289,Country 053,Claim Number 14653,NISSAN,SUNNY,2017,2018,1. Saloon, 25K to 50K , 800.00 
Policy Number 7368,Country 091,Claim Number 14720,KIA,OPTIMA,2017,2018,1. Saloon, 25K to 50K ," 1,500.00 "
Policy Number 7418,Country 132,Claim Number 14874,SUZUKI,SWIFT,2017,2018,1. Saloon, 25K to 50K ," 2,000.00 "
Policy Number 9377,Country 136,Claim Number 16182,AUDI,A7,2018,2018,1. Saloon, 75K to 100K ," 1,100.00 "
Policy Number 9160,Not Available,Claim Number 16181,TOYOTA,COROLLA,2018,2018,1. Saloon, 25K to 50K ," 7,600.00 "
Policy Number 9160,Not Available,Claim Number 16181,TOYOTA,COROLLA,2018,2018,1. Saloon, 25K to 50K ," 3,800.00 "
Policy Number 7546,Country 053,Claim Number 14828,RENAULT,FLUENCE,2017,2018,1. Saloon, 25K to 50K , 500.00 
Policy Number 7596,Country 091,Claim Number 14940,NISSAN,SUNNY,2017,2018,1. Saloon, 25K to 50K , 800.00 
Policy Number 8282,Country 053,Claim Number 15987,HYUNDAI,SONATA,2017,2018,1. Saloon, 25K to 50K ," 3,045.00 "
Policy Number 7509,Country 038,Claim Number 14838,VOLKSWAGEN,GOLF,2017,2018,1. Saloon, 50K to 75K ," 1,450.00 "
Policy Number 7594,Country 053,Claim Number 14968,MAZDA,6,2017,2018,1. Saloon, 50K to 75K ," 2,650.00 "
Policy Number 9609,Country 053,Claim Number 15911,KIA,CERATO,2018,2018,1. Saloon, 25K to 50K ," 3,500.00 "
Policy Number 9774,Country 091,Claim Number 16228,LEXUS,GS 430,2018,2018,1. Saloon, 25K to 50K ," 5,228.00 "
Policy Number 9967,Country 053,Claim Number 16504,HONDA,CIVIC,2018,2018,1. Saloon, 25K to 50K ," 1,485.00 "
Policy Number 7555,Country 062,Claim Number 14791,VOLKSWAGEN,PASSAT,2017,2018,1. Saloon, 50K to 75K ," 1,800.00 "
Policy Number 7525,Country 053,Claim Number 14871,RENAULT,FLUENCE,2017,2018,1. Saloon, 0 to 25K ," 1,500.00 "
Policy Number 7649,Country 129,Claim Number 14882,AUDI,S7,2017,2018,1. Saloon, 150K to 200K ," 8,585.00 "
Policy Number 7741,Country 012,Claim Number 14981,NISSAN,TIIDA,2018,2018,1. Saloon, 0 to 25K , 700.00 
Policy Number 9048,Country 053,Claim Number 16072,JAGUAR,X-TYPE,2018,2018,1. Saloon, 0 to 25K , 300.00 
Policy Number 9205,Country 139,Claim Number 16255,MAZDA,6,2018,2018,1. Saloon, 25K to 50K ," 6,120.00 "
Policy Number 9463,Country 053,Claim Number 16671,HYUNDAI,SONATA,2018,2018,1. Saloon, 25K to 50K ," 1,700.00 "
Policy Number 9550,Country 053,Claim Number 16173,MAZDA,6,2018,2018,1. Saloon, 50K to 75K ," 1,600.00 "
Policy Number 9463,Country 053,Claim Number 16671,HYUNDAI,SONATA,2018,2018,1. Saloon, 25K to 50K ," 1,700.00 "
Policy Number 9522,Country 091,Claim Number 16141,HONDA,Accord LX HA160210,2018,2018,1. Saloon, 25K to 50K ," 5,810.00 "
Policy Number 10480,Country 053,Claim Number 16617,TOYOTA,COROLLA,2018,2018,1. Saloon, 25K to 50K ," 1,500.00 "
Policy Number 9685,Country 091,Claim Number 15999,VOLKSWAGEN,PASSAT,2018,2018,1. Saloon, 25K to 50K , 950.00 
Policy Number 9751,Country 091,Claim Number 16675,HONDA,ACCORD,2018,2018,1. Saloon, 25K to 50K ," 8,000.00 "
Policy Number 10506,Country 053,Claim Number 16314,NISSAN,SENTRA,2018,2018,1. Saloon, 0 to 25K ," 1,200.00 "
Policy Number 8354,Country 038,Claim Number 16357,MITSUBISHI,LANCER EX,2018,2018,1. Saloon, 25K to 50K ," 1,500.00 "
Policy Number 10348,Country 091,Claim Number 16456,TOYOTA,YARIS SALOON,2018,2018,1. Saloon, 25K to 50K ," 4,942.00 "
Policy Number 10635,Country 053,Claim Number 17008,HONDA,Accord LX HA160210,2018,2018,1. Saloon, 0 to 25K ," 2,400.00 "
Policy Number 11133,Country 095,Claim Number 16745,MITSUBISHI,LANCER,2018,2018,1. Saloon, 0 to 25K , 400.00 
Policy Number 4982,Country 002,Claim Number 9612,AUDI,Q7,2017,2017,2. Four Wheel Drive, 200K to 250K ," 1,000.00 "
Policy Number 7238,Country 122,Claim Number 14203,RENAULT,KOLEOS,2017,2017,2. Four Wheel Drive, 75K to 100K ," 8,075.00 "
Policy Number 7231,Country 091,Claim Number 14205,TOYOTA,PRADO,2017,2017,2. Four Wheel Drive, 100K to 150K ," 2,500.00 "
Policy Number 14016,Country 053,Claim Number 24960,PORSCHE,MACAN,2017,2017,2. Four Wheel Drive, 200K to 250K ," 1,200.00 "
Policy Number 14028,Country 091,Claim Number 24899,RANGE ROVER,HSE,2017,2017,2. Four Wheel Drive, 250K+ , 750.00 
Policy Number 7229,Country 122,Claim Number 14396,TOYOTA,FJ CRUISER,2017,2017,2. Four Wheel Drive, 100K to 150K ," 1,700.00 "
Policy Number 7489,Country 053,Claim Number 14288,MITSUBISHI,PAJERO,2017,2017,2. Four Wheel Drive, 75K to 100K ," 19,500.00 "
Policy Number 5416,Country 053,Claim Number 10049,LAND ROVER,RANGE ROVER SPORT,2017,2017,2. Four Wheel Drive, 250K+ ," 8,075.00 "
Policy Number 7324,Country 091,Claim Number 14279,TOYOTA,PRADO,2017,2017,2. Four Wheel Drive, 50K to 75K ," 1,200.00 "
Policy Number 7258,Country 092,Claim Number 14431,JEEP,GRAND CHEROKEE,2017,2017,2. Four Wheel Drive, 100K to 150K ," 4,000.00 "
Policy Number 7293,Country 091,Claim Number 14381,NISSAN,PATROL,2017,2017,2. Four Wheel Drive, 150K to 200K ," 3,300.00 "
Policy Number 14165,Country 091,Claim Number 25154,BMW,X5,2017,2017,2. Four Wheel Drive, 75K to 100K ," 4,800.00 "
Policy Number 7477,Country 062,Claim Number 14389,FORD,ESCAPE,2017,2017,2. Four Wheel Drive, 50K to 75K ," 2,520.00 "
Policy Number 7479,Country 122,Claim Number 14435,JEEP,GRAND CHEROKEE,2017,2017,2. Four Wheel Drive, 100K to 150K ," 2,600.00 "
Policy Number 5416,Country 053,Claim Number 10186,LAND ROVER,RANGE ROVER SPORT,2017,2018,2. Four Wheel Drive, 250K+ ," 2,300.00 "
Policy Number 3973,Country 082,Claim Number 6207,FORD,ESCAPE,2017,2017,2. Four Wheel Drive, 0 to 25K ," 2,400.00 "
Policy Number 7253,Country 056,Claim Number 14602,HONDA,PILOT,2017,2017,2. Four Wheel Drive, 75K to 100K , 600.00 
Policy Number 7680,Country 091,Claim Number 14496,TOYOTA,FORTUNER,2017,2018,2. Four Wheel Drive, 100K to 150K ," 9,900.00 "
Policy Number 13681,Country 038,Claim Number 23728,TOYOTA,AVANZA,2017,2018,2. Four Wheel Drive, 0 to 25K ," 1,600.00 "
Policy Number 5394,Country 095,Claim Number 10305,NISSAN,PATROL,2017,2018,2. Four Wheel Drive, 200K to 250K ," 27,090.00 "
Policy Number 7303,Country 091,Claim Number 14824,FORD,EDGE,2017,2018,2. Four Wheel Drive, 75K to 100K ," 2,100.00 "
Policy Number 7303,Country 091,Claim Number 14824,FORD,EDGE,2017,2018,2. Four Wheel Drive, 75K to 100K ," 2,000.00 "
Policy Number 8726,Country 053,Claim Number 16032,JEEP,WRANGLER 2DR,2018,2018,2. Four Wheel Drive, 100K to 150K ," 1,330.00 "
Policy Number 14343,Country 038,Claim Number 25433,MERCEDES-BENZ,GLK250,2017,2018,2. Four Wheel Drive, 75K to 100K ," 4,700.00 "
Policy Number 14050,Country 062,Claim Number 24986,LAND ROVER,RANGE ROVER SPORT,2017,2018,2. Four Wheel Drive, 250K+ ," 4,410.00 "
Policy Number 7682,Country 091,Claim Number 14732,TOYOTA,LAND CRUISER PRADO,2017,2018,2. Four Wheel Drive, 100K to 150K ," 1,995.00 "
Policy Number 8289,Country 062,Claim Number 15898,NISSAN,PATROL,2017,2018,2. Four Wheel Drive, 100K to 150K ," 2,000.00 "
Policy Number 7400,Country 053,Claim Number 14772,HONDA,CRV,2017,2018,2. Four Wheel Drive, 50K to 75K ," 2,000.00 "
Policy Number 8309,Country 038,Claim Number 16026,BMW,X5,2017,2018,2. Four Wheel Drive, 75K to 100K , 700.00 
Policy Number 8491,Country 091,Claim Number 15777,NISSAN,PATROL,2018,2018,2. Four Wheel Drive, 100K to 150K ," 7,800.00 "
Policy Number 8775,Country 118,Claim Number 15754,KIA,SORENTO,2018,2018,2. Four Wheel Drive, 50K to 75K , 750.00 
Policy Number 8324,Country 091,Claim Number 15933,FORD,EXPLORER,2017,2018,2. Four Wheel Drive, 75K to 100K , 600.00 
Policy Number 8368,Country 091,Claim Number 16136,TOYOTA,LAND CRUISER PRADO,2018,2018,2. Four Wheel Drive, 100K to 150K ," 4,857.00 "
Policy Number 7729,Country 053,Claim Number 14765,FORD,EXPLORER,2018,2018,2. Four Wheel Drive, 50K to 75K ," 2,500.00 "
Policy Number 8494,Country 056,Claim Number 15729,HONDA,PILOT,2018,2018,2. Four Wheel Drive, 50K to 75K ," 1,800.00 "
Policy Number 8323,Country 137,Claim Number 15858,MERCEDES BENZ,GL-CLASS,2017,2018,2. Four Wheel Drive, 100K to 150K ," 5,000.00 "
Policy Number 8284,Country 132,Claim Number 16502,TOYOTA,LAND CRUISER,2017,2018,2. Four Wheel Drive, 100K to 150K ," 2,000.00 "
Policy Number 8580,Country 132,Claim Number 16420,INFINITI,QX60,2018,2018,2. Four Wheel Drive, 100K to 150K , 300.00 
Policy Number 7729,Country 053,Claim Number 14765,FORD,EXPLORER,2018,2018,2. Four Wheel Drive, 50K to 75K ," 2,000.00 "
Policy Number 9402,Country 053,Claim Number 16574,DODGE,DURANGO,2018,2018,2. Four Wheel Drive, 75K to 100K ," 1,700.00 "
Policy Number 10039,Country 053,Claim Number 16903,HYUNDAI,TUCSON,2018,2018,2. Four Wheel Drive, 25K to 50K ," 2,000.00 "
Policy Number 4947,Country 091,Claim Number 9318,LEXUS,LX 570,2017,2017,2. Four Wheel Drive, 200K to 250K ," 1,400.00 "
Policy Number 7237,Country 091,Claim Number 14189,FORD,EXPLORER,2017,2017,2. Four Wheel Drive, 100K to 150K , 200.00 
Policy Number 5048,Country 038,Claim Number 9747,LEXUS,LX570,2017,2017,2. Four Wheel Drive, 250K+ , 600.00 
Policy Number 4940,Country 122,Claim Number 9740,MERCEDES-BENZ,GLE 400,2017,2017,2. Four Wheel Drive, 200K to 250K ," 2,000.00 "
Policy Number 5074,Country 053,Claim Number 9957,LEXUS,LX570,2017,2017,2. Four Wheel Drive, 250K+ ," 1,000.00 "
Policy Number 5017,Country 091,Claim Number 9963,TOYOTA,LANDCRUISER,2017,2017,2. Four Wheel Drive, 200K to 250K ," 1,500.00 "
Policy Number 4996,Country 092,Claim Number 9375,LAND ROVER,RANGE ROVER,2017,2017,2. Four Wheel Drive, 250K+ ," 1,300.00 "
Policy Number 7394,Country 038,Claim Number 14286,JEEP,GRAND CHEROKEE,2017,2017,2. Four Wheel Drive, 100K to 150K ," 12,900.00 "
Policy Number 5265,Country 053,Claim Number 10045,LAND ROVER,RANGE ROVER SPORT,2017,2017,2. Four Wheel Drive, 200K to 250K ," 2,600.00 "
Policy Number 8164,Country 062,Claim Number 15505,GMC,ACADIA,2017,2017,2. Four Wheel Drive, 100K to 150K ," 1,600.00 "
Policy Number 5018,Country 053,Claim Number 10013,GMC,YUKON,2017,2017,2. Four Wheel Drive, 200K to 250K ," 1,600.00 "
Policy Number 5018,Country 053,Claim Number 10013,GMC,YUKON,2017,2017,2. Four Wheel Drive, 200K to 250K ," 1,600.00 "
Policy Number 8207,Country 069,Claim Number 15404,GMC,ACADIA,2017,2017,2. Four Wheel Drive, 100K to 150K ," 15,895.00 "
Policy Number 7338,Country 053,Claim Number 14334,NISSAN,PATHFINDER,2017,2017,2. Four Wheel Drive, 100K to 150K , 600.00 
Policy Number 5139,Country 090,Claim Number 9825,LEXUS,RX 350,2017,2017,2. Four Wheel Drive, 200K to 250K , 900.00 
Policy Number 4946,Country 053,Claim Number 9410,BMW,X5 35i,2017,2017,2. Four Wheel Drive, 200K to 250K ," 1,300.00 "
Policy Number 5437,Country 053,Claim Number 10098,CADILLAC,ESCALADE,2017,2017,2. Four Wheel Drive, 200K to 250K , 600.00 
Policy Number 4978,Country 056,Claim Number 10196,MERCEDES-BENZ,G63AMG,2017,2017,2. Four Wheel Drive, 250K+ ," 1,500.00 "
Policy Number 5266,Country 053,Claim Number 10091,NISSAN,PATROL,2017,2017,2. Four Wheel Drive, 200K to 250K ," 10,795.00 "
Policy Number 7335,Country 053,Claim Number 14445,INFINITI,QX50,2017,2017,2. Four Wheel Drive, 100K to 150K ," 4,800.00 "
Policy Number 7527,Country 053,Claim Number 14551,RENAULT,DUSTER,2017,2017,2. Four Wheel Drive, 25K to 50K ," 1,200.00 "
Policy Number 5286,Country 145,Claim Number 10297,TOYOTA,LAND CRUISER,2017,2018,2. Four Wheel Drive, 200K to 250K , 800.00 
Policy Number 8250,Not Available,Claim Number 15658,CHEVROLET,SILVERADO,2017,2017,2. Four Wheel Drive, 100K to 150K ," 7,225.00 "
Policy Number 5138,Country 092,Claim Number 10357,TOYOTA,LANDCRUISER,2017,2018,2. Four Wheel Drive, 200K to 250K , 600.00 
